English,Luganda
"As part of this phase, the architecture team should review the target business objectives and capabilities of the health organisation, consolidate the gap analysis results and the interoperability requirements from the Business to Technology Architecture phase, and then organize groups of building blocks to address these capabilities.","Ng’ekitundu ku mutendera guno, ttiimu y’ebizimbe erina okwetegereza ebigendererwa bya bizinensi n’obusobozi bw’ekitongole ky’ebyobulamu ekigendererwa, okunyweza ebivudde mu kwekenneenya ebituli n’ebyetaago by’okukolagana okuva mu mutendera gwa bizinensi okutuuka ku mutendera gw’okuzimba tekinologiya, n’oluvannyuma okutegeka ebibinja by’ebizimbe okusobola okukola ku busobozi buno."
The architecture team should also conduct readiness assessment exercises to evaluate the health organisations ability to absorb change.,Ttiimu y’ebizimbe era erina okukola dduyiro ow’okukebera okwetegeka okwekenneenya obusobozi bw’ebibiina by’ebyobulamu okunyiga enkyukakyuka.
"Finally, centering on the readiness assessment results, the architecture team should develop a series of Transition Architectures (delivery vehicles) to generate a high-level Implementation and Migration plan.","N’ekisembayo, nga kisinziira ku bivudde mu kwekenneenya okwetegeka, ttiimu y’ebizimbe erina okukola omuddirirwa gw’ebizimbe ebikyukakyuka (ebidduka ebituusa) okukola enteekateeka ey’okussa mu nkola n’okusenguka okw’omutindo ogwa waggulu."
"Business value must be associated with the capabilities at this stage, and capability increments should be used to assign the business values.","Omuwendo gwa bizinensi gulina okukwatagana n’obusobozi ku mutendera guno, era eby’ongera ku busobozi birina okukozesebwa okugaba empisa za bizinensi."
"When estimating resource requirements, costs should be divided into capital (to create the capability) and operations and maintenance (to run and sustain the capability).","Nga tubalirira ebyetaago by’ebikozesebwa, ssente zirina okugabanyizibwamu kapito (okutondawo obusobozi) n’okuddukanya n’okulabirira (okudduka n’okuyimirizaawo obusobozi)."
"This should include integrating all project activities, dependencies, and the impact of change into a project Finalising the Architecture Vision and Architecture Definition Documents, in line with the agreed implementation approach.","Kino kisaana okuzingiramu okugatta emirimu gyonna egya pulojekiti, okwesigamizibwa, n’enkosa y’enkyukakyuka mu pulojekiti emalirizza ebiwandiiko by’okwolesebwa kw’ebizimbe n’enzimba y’ebizimbe, nga bikwatagana n’enkola y’okussa mu nkola ekkaanyiziddwaako."
The implementation team should review the migration planning outputs and produce recommendations for deployment.,Ttiimu y’okussa mu nkola erina okwetegereza ebiva mu nteekateeka y’okusenguka n’okufulumya ebiteeso by’okuteekebwa mu nkola.
"It should also identify building blocks for replacement, perform a gap analysis between the DH Architecture and solutions framework and produce a gap analysis report to guide implementation decisions.","Era erina okuzuula ebizimbisibwa okukyusa, okukola okwekenneenya ebituli wakati w’enkola ya DH Architecture and Solutions Framework n’okufulumya lipoota y’okwekenneenya ebituli okulungamya okusalawo kw’okussa mu nkola."
"Additionally, the deployment team should be educated about the overall architecture deliverables and expectations from specific development and implementation projects.","Okugatta ku ekyo, ttiimu y’okuteeka mu nkola erina okusomesebwa ku bituukiddwaako okutwalira awamu eby’okuzimba n’ebisuubirwa okuva mu pulojekiti ez’enjawulo ez’enkulaakulana n’okussa mu nkola."
The goal is to ensure that the architecture achieves its original target business value.,Ekigendererwa kwe kulaba ng’enzimba etuuka ku muwendo gwayo ogwa bizinensi ogwasooka.
"In addition, the architecture team should put in place a change management process for the implemented architecture.","Okugatta ku ekyo, ttiimu y’ebizimbe erina okuteekawo enkola y’okuddukanya enkyukakyuka eri enzimba essiddwa mu nkola."
"The change management process, once established, will help to determine: Circumstances under which the implemented architecture, or parts of it, will be permitted to change and the process by which that will happen; The circumstances under which the architecture development process will be initiated again to develop a new architecture.","Enkola y’okuddukanya enkyukakyuka, bw’emala okuteekebwawo, ejja kuyamba okuzuula: embeera enzimba essiddwa mu nkola, oba ebitundu byayo, ejja kukkirizibwa okukyusa n’enkola eyo ejja kubaawo; Embeera enkola y’okukulaakulanya ebizimbe gye egenda okutandikibwawo nate okukola ekizimbe ekipya."
The architecture team should engage stakeholders and agree on the Key Performance Indicators (KPIs) for each transition architecture/delivery vehicle.,Ttiimu y’ebizimbe erina okuyingiza abakwatibwako era n’okukkaanya ku bikulu ebiraga enkola y’emirimu (KPIs) ku buli mmotoka y’okukyusa enzimba/okutuusa.
S) performances and usage Managing architecture risks and providing recommendations on how the risks can be mitigated.,s) Emirimu n’enkozesa Okuddukanya obulabe bw’okuzimba n’okuwa ebiteeso ku ngeri akabi gye kayinza okukendeezebwamu.
"In performing this activity, the architecture team is encouraged to use the approved Risk Management Framework for the Mo.","Mu kukola omulimu guno, ttiimu y’ebizimbe ekubirizibwa okukozesa enkola ekkirizibwa ey’okuddukanya akabi eri MO."
"H. If this is not available, the architecture team may adopt the Risk management process part in the Digital Health Enterprise Architecture Governance Model.","H. Singa kino tekibaawo, ttiimu y’ebizimbe eyinza okwettanira enkola y’okuddukanya akabi mu nkola y’enfuga y’ebizimbe by’ekitongole kya Digital Health Enterprise."
"Providing analysis for architecture change management, including: Conducting architecture performance reviews; Assessing requests for change and reporting to ensure that the expected value realisation and Service-Level Agreement (SLA) expectations are met; Undertaking a gap analysis of the performance of the architecture;","Okuwa okwekenneenya okuddukanya enkyukakyuka mu nzimba, omuli: okukola okwekenneenya enkola y’ebizimbe; Okukebera okusaba kw’enkyukakyuka n’okukola lipoota okukakasa nti omuwendo ogusuubirwa okutuukiriza n’ebisuubirwa mu ndagaano ku ddaala ly’obuweereza (SLA) bituukiddwaako; okukola okwekenneenya ebituli ku nkola y’okuzimba;"
Ensuring that requests for change adhere to the Request for Change that is part of the Digital Health Enterprise Architecture Governance Model; Documenting recommendations on change requirements to meet performance Activating the architecture process to implement the required change.,Okukakasa nti okusaba enkyukakyuka kugoberera okusaba kw’enkyukakyuka okuli ekitundu ku nkola y’okufuga enzimba y’ebitongole by’ebyobulamu ebya digito; Okuwandiika ebiteeso ku bisaanyizo by’enkyukakyuka okutuukiriza enkola y’emirimu ekola enkola y’okuzimba okussa mu nkola enkyukakyuka eyeetaagisa.
"Statement of Architecture Work Architecture Definition Document Architecture Requirements Specification Request for Change due to business and technology changes Implementation and Migration Plan Changes to architecture vision and principles New Request for Architecture Work Evaluation of Digital Health interventions helps to generate data that can be used as a basis for assessing whether observed changes in behavior, processes or health outcomes can be attributed to the Digital Health interventions (Lau & Kuziemsky, 2016; WHO, 2016).","Ekiwandiiko ky’okuzimba emirimu gy’okuzimba Ennyonyola Ennyonyola Enzimba Enzimba Okusaba Okusaba enkyukakyuka olw’enkyukakyuka mu bizinensi ne tekinologiya Okussa mu nkola n’enteekateeka y’okusenguka Enkyukakyuka mu kwolesebwa kw’ebizimbe n’emisingi Okusaba okupya okw’okuzimba Okukebera emirimu gy’okuyingira mu by’obulamu mu ngeri ya digito kiyamba okukola data eyinza okukozesebwa ng’omusingi gw’okukebera oba enkyukakyuka ezitunuuliddwa mu nneeyisa, enkola oba ebiva mu bulamu ziyinza okuteekebwa ku nkola z’ebyobulamu eza digito (Lau & Kuziemsky, 2016;WHO, 20166)."
"Evaluation is defined as a systematic and objective assessment of an intervention that aims to determine the fulfilment of objectives, efficiency, effectiveness, impact and sustainability .","Okwekenenya kunnyonnyolwa nga okwekenneenya okutegekeddwa era okutaliimu kigendererwa kw’okuyingira mu nsonga okugenderera okuzuula okutuukiriza ebigendererwa, obulungi, obulungi, okukosebwa n’okuyimirizaawo ."
"Monitoring is the routine collection, review, and analysis of data intended to measure implementation progress for Digital Health initiatives, and results in adjustments in intervention activities necessary to maintain or improve the quality and consistency of the Digital Health deployment.","Okulondoola kwe kukungaanya okwa bulijjo, okwekenneenya, n’okwekenneenya ebikwata ku bantu ebigendereddwamu okupima enkulaakulana y’okussa mu nkola enteekateeka z’ebyobulamu ebya digito, era kivaamu okutereeza mu mirimu gy’okuyingira mu nsonga egyetaagisa okukuuma oba okulongoosa omutindo n’obutakyukakyuka mu kussa mu nkola ebyobulamu mu ngeri ya digito."
"The model indicates the key Digital Health evaluation questions that should be answered; the key domains of performance indicators, and the data sources where the data needed to measure the indicators can be collected at each stage of the results chain.","Omuze guno gulaga ebibuuzo ebikulu eby’okwekenneenya ebyobulamu ebya digito ebirina okuddibwamu; Ebitundu ebikulu eby’ebiraga omulimu, n’ensonda z’ebikwata ku biwandiiko ebyetaagisa okupima ebiraga bisobola okukunganyizibwa ku buli mutendera gw’olujegere lw’ebivuddemu."
"The evaluation of impact focuses on establishing how improvements in service delivery impact health by capturing long-term outcomes, and impact on health that are attributed to the health intervention being supported Digital Health Monitoring and Evaluation Reference Model Also, to note is a feedback loop in monitoring of the programme inputs and activities, and DH outputs.","Okukebera okukosa kussa essira ku kuteekawo engeri okulongoosa mu kuwa obuweereza gye kukwata ku bulamu nga okukwata ebivaamu eby’ekiseera ekiwanvu, n’okukosa ku bulamu ebiva ku kuyingirira kw’ebyobulamu okuwagirwa okulondoola ebyobulamu mu ngeri ya digito n’okwekenneenya enkola y’okujuliza era, okwetegereza ye loopu y’okuddamu mu kulondoola ebiyingizibwa n’emirimu gya pulogulaamu, n’ebifulumizibwa DH."
DHM & EF Evaluation Indicators and Operationalisation Tools The DHM&EF Evaluation indicators and operationalisation tools (Appendix C1) demonstrate how the DH interventions performance can be measured at each stage of the,Ebiraga okwekenneenya kwa DHM & EF n’ebikozesebwa mu kukola emirimu Ebiraga okwekenneenya kwa DHM&EF n’ebikozesebwa mu kukola emirimu (Appendix C1) biraga engeri omulimu gwa DH okuyingira mu nsonga gye guyinza okupimibwa ku buli mutendera gw’
