English,Luganda
"coverage and quality of diagnostic and treatment services are generally improving, although with differences among countries, as are measures aimed at preventing mother-to-child transmission, within the context of the emtct thermotherapy treatment for cutaneous leishmaniasis is being introduced and implemented in five countries, based on the recommendations of the 2022 guideline for the treatment of leishmaniasis in the americas, second edition .","okubikka n’omutindo gw’obuweereza bw’okuzuula n’okujjanjaba okutwalira awamu bigenda bitereera, wadde nga waliwo enjawulo wakati w’amawanga, nga bwe kiri ku bikolwa ebigendereddwamu okuziyiza okutambuza maama okudda ku mwana, mu mbeera y’obujjanjabi bwa emtct thermotherapy eri olususu lw’olususu luyingizibwa era ne biteekebwa mu nkola mu nsi ttaano, nga basinziira ku kuteesa kwa 2022 okulungamya okujjanjaba leishmanias mu amerika, ekyokubiri ."
support was provided through local training and donated thermotherapy equipment.,obuwagizi bwaweebwa nga buyita mu kutendekebwa mu kitundu n’ebyuma ebikozesebwa mu kukola thermotherapy.
"brazil is finalizing its dossier for the validation of elimination of lymphatic filariasis as a public health problem; guyana completed an impact survey: results show that additional mdas are required in region iii and iv, while the other six endemic regions can stop treatment.","brazil emalirizza dossier yaayo ey’okukakasa okumalawo obulwadde bwa lymphatic filariasis ng’ekizibu ky’ebyobulamu mu bantu; guyana yamaliriza okunoonyereza ku impact: ebyavaamu biraga nti mda endala zeetaagibwa mu region iii ne iv, ate ebitundu ebirala omukaaga ebisangibwa mu bitundu ebirala bisobola okukomya obujjanjabi."
the regional office is coordinating the network of public laboratories manufacturing antivenoms and strengthening surveillance at country level to support improvement of good manufacturing practices and the availability of antivenoms.,ofiisi y’ekitundu ekwasaganya omukutu gwa laboratory za gavumenti ezikola eddagala eriziyiza obutwa n’okunyweza okulondoola ku mutendera gw’eggwanga okuwagira okulongoosa enkola ennungi ey’okukola ebintu n’okubeerawo kw’eddagala eriweweeza ku buwuka.
an evidence-based treatment guideline for tungiasis is being developed.,enkola y’obujjanjabi eyesigamiziddwa ku bujulizi eri tungiasis ekolebwa.
an integrated rapid mapping tool for five skin ntds to assist in the identification of the diagnosis in priority areas is in preparation.,ekintu ekigatta okukola maapu ey’amangu eri olususu olutaano ntds okuyamba mu kuzuula okuzuula mu bitundu ebisookerwako kwe kutegeka.
one health approach interventions have progressed and been applied in response to outbreaks of visceral leishmaniasis in bolivia (plurinational state of) and of tungiasis among indigenous population of brazil and colombia.,enkola emu ey’ebyobulamu eyingidde mu nsonga zino era zikozesebwa nga ziddamu okubutuka kw’obulwadde bwa leishmaniasis mu bitundu by’omubiri eby’omunda mu bolivia (plurinational state of) ne tungiasis mu bantu enzaalwa z’omu brazil ne colombia.
financial support was successfully mobilized from canada to support the elimination of trachoma as a public health problem in 10 countries in a new operational methodology for controlling aedes mosquitoes has been developed; 21countries already have the capacity to use it and five countries have already implemented this brazil: collecting stagnant water to prevent breeding sites for aedes mosquitoes.,obuwagizi bw’ensimbi bwakungaanyizibwa bulungi okuva e canada okuwagira okumalawo trachoma ng’ekizibu ky’ebyobulamu mu nsi 10 mu nkola empya ey’emirimu gy’okufuga ensiri za aedes ekoleddwa; 21comuntries zirina dda obusobozi okuzikozesa era amawanga ataano gaateeka dda mu nkola brazil eno: okukung’aanya amazzi agayimiridde okuziyiza ebifo omusumba ensiri za aedes.
"number of people and percentage reduction in population requiring interventions against ntds in the south-east asia percentage reduction in population requiring interventions against ntds number of people requiring interventions against neglected tropical diseases by the end of 2023, seven countries have achieved elimination of at least one ntd.","omuwendo gw’abantu n’okukendeeza ku bitundu by’abantu ebyetaagisa okuyingira mu nsonga ku ntds mu bitundu by’obugwanjuba bw’obuvanjuba bwa asiya okukendeeza ku bungi bw’abantu abeetaaga okuyingira mu nsonga ku ntds omuwendo gw’abantu abeetaaga okuyingira mu nsonga z’okulwanyisa endwadde z’omu bitundu eby’obutiti ezisuuliriddwa ku nkomerero ya 2023, amawanga musanvu gatuuse ku kuggyawo waakiri ntd emu."
nepal international border was convened on 1214 ; integrated programme performance assessments are being promoted (e.g.,ensalo y'ensi yonna eya nepal yatuula nga 1214 ; okukebera enkola y’emirimu mu ngeri ey’omuggundu kutumbulwa (e.g.
"in the past 10 years, new cases of visceral leishmaniasis (kala-azar) have been reduced by 95% across the region; currently, 1% of the implementation units in the indian subcontinent is left to achieve the elimination threshold; in , bangladesh became the first country to be validated by who for eliminating visceral leishmaniasis as a public health problem, globally.","mu myaka 10 egiyise, emisango emipya egy’obulwadde bwa visceral leishmaniasis (kala-azar) gikendeezeddwako ebitundu 95% mu kitundu kyonna; mu kiseera kino, ebitundu 1% ku bitundu by’okussa mu nkola mu ssemazinga wa buyindi birekeddwa okutuuka ku musingi gw’okuggyawo; mu , bangladesh yafuuka ensi esoose okukakasibwa who olw’okumalawo obulwadde bwa visceral leishmaniasis ng’ekizibu ky’ebyobulamu mu bantu, mu nsi yonna."
"some 69% of districts endemic for lymphatic filariasis across nine endemic countries met the criteria and stopped mda; four countries are scaling up mda using triple therapy (ivermectin, diethylcarbamazine, albendazole; ida) to accelerate elimination.","ebitundu nga 69% ku disitulikiti ezisangibwa mu nsi yonna olw’obulwadde bwa lymphatic filariasis mu nsi mwenda ezisangibwa mu bitundu mwenda byatuukiriza ebisaanyizo era ne biyimiriza mda; ensi nnya zigenda zikulaakulanya mda nga zikozesa obujjanjabi obw’emirundi esatu (ivermectin, diethylcarbamazine, albendazole; ida) okwanguya okuggyawo."
global report on neglected tropical diseases 2024 morbidity management and disability prevention in the south-east asia region was convened.,global report on neglected tropical diseases 2024 enzirukanya y’obulwadde n’okuziyiza obulemu mu kitundu ky’obugwanjuba bw’obuvanjuba bwa asia yatuula.
"a regional leprosy programme managers meeting was convened on 1113 to revitalize the partnership for leprosy elimination; in , who supported maldives in sub-national verification of interruption of transmission of leprosy in line with the national framework to achieve zero leprosy; bangladesh, india and indonesia launched new national strategic plans for leprosy elimination.","olukiiko lw’abakulira enteekateeka z’ebigenge mu kitundu lwatuula nga 1113 okuzza obuggya enkolagana y’ebigenge; mu , eyawagira maldives mu kukakasa okutaataaganyizibwa kw’okutaataaganyizibwa kw’ebigenge nga bikwatagana n’enkola y’eggwanga okutuuka ku bigenge bya zero; bangladesh, india ne indonesia baatandikawo enteekateeka empya ez’enteekateeka z’eggwanga ez’okuggyawo ebigenge."
"an independent programme review of the schistosomiasis elimination programme, which is among the ministers priority agenda, was carried the regional technical advisory group for rabies elimination was established and convened on , together with the rabies programme managers meeting; bangladesh is finalizing a new national strategic plan for fig.","enteekateeka eyeetongodde ey’okuddamu okwetegereza enteekateeka y’okumalawo obulwadde bwa schistosomiasis, nga eno eri mu nteekateeka ya minisita enkulu, yasituddwa ekibiina ekiwabula eby’ekikugu mu kitundu eky’okumalawo obulwadde bw’akafuba kyatandikibwawo era ne kiyitibwa , awamu n’olukiiko lwa rabies program managers; bangladesh emalirizza enteekateeka empya ey’enteekateeka y’eggwanga ku fig."
"number of people and percentage reduction in population requiring interventions percentage reduction in population requiring interventions against ntds number of people requiring interventions against neglected tropical diseases although 25 and 27 european countries are endemic for cutaneous and visceral leishmaniasis, data for 2022 were reported only by seven and six countries, respectively.","omuwendo gw’abantu n’okukendeeza ku bantu mu bitundu 100 ku 100 ebyetaagisa okuyingira mu nsonga okukendeeza ku bitundu ku kikumi mu bantu abeetaaga okuyingira mu nsonga ku ntds omuwendo gw’abantu abeetaaga okuyingira mu nsonga ku ndwadde z’omu bitundu eby’obutiti ezisuuliriddwa wadde nga amawanga 25 ne 27 gali mu kitundu ku lususu n’ebitundu by’omubiri eby’omu bitundu by’ekyama, data ku 2022 zaali ziwandiikiddwa amawanga musanvu gokka n’omukaaga."
"of the new cases, 31 (56.3%) were female and four were children.","ku misango emipya, 31 (56.3%) baali bakazi ate bana baali baana bato."
"some 36 countries reported zero cases of child leprosy, and several countries are making efforts to eliminate leprosy disease.","amawanga nga 36 gaategeeza nti zero emisango gy’ebigenge by’abaana, era amawanga agawerako gakola kaweefube w’okumalawo endwadde z’ebigenge."
"who course on rabies have been translated into ukrainian to support disease control activities in that country; a national conference on rabies (rabies conference in ukraine: collaborate, educate, eliminate!)","who course on rabies zivvuunuddwa mu ukraine okuwagira emirimu gy’okulwanyisa endwadde mu ggwanga eryo; olukungaana lw'eggwanga ku bulwadde bw'okulwala endwadde z'ekirwadde (rabies conference) mu ukraine: okukolagana, okusomesa, okumalawo!)"
number of people and percentage reduction in population requiring interventions against ntds in the eastern mediterranean percentage reduction in population requiring interventions against ntds number of people requiring interventions against neglected tropical diseases the twenty-first meeting of the regional programme review group and national neglected tropical diseases programme managers was in-person event after 3 years of virtual meetings.,omuwendo gw’abantu n’okukendeeza ku bitundu by’abantu ebyetaagisa okuyingira mu nsonga ku ntds mu bitundu by’obuvanjuba bwa mediterranean okukendeeza ku bungi bw’abantu abeetaaga okuyingira mu nsonga ku ntds omuwendo gw’abantu abeetaaga okuyingira mu nsonga z’endwadde ez’omu bitundu eby’obutiti ezisuuliriddwa olukiiko olw’amakumi abiri mu lumu olw’ekibiina ekyekenneenya enteekateeka y’ekitundu n’eggwanga erisuuliriddwa abaddukanya enteekateeka z’ebitundu eby’obutiti kyali mu kivvulu ky’omuntu oluvannyuma lw’emyaka 3 egy’okusisinkana okw’omubiri okw’omubiri.
"the number of people requiring interventions against ntds decreased by 54% between 2010 of the 22 countries in the region, 21 have been certified free of dracunculiasis transmission.","omuwendo gw’abantu abeetaaga okuyingira mu nsonga ku ntds gwakendeera ebitundu 54% wakati wa 2010 ku mawanga 22 mu kitundu kino, 21 gakakasiddwa nga tegaliimu ddagala lya dracunculiasis."
"who courses (on rabies, mycetoma, scabies and ntds, and covid-19) have been translated into arabic, thereby increasing their access and use in the region.","who courses (ku rabies, mycetoma, scabies ne ntds, ne covid-19) zivvuunuddwa mu luwarabu, bwe zityo ne zongera ku ngeri gye zifunamu n’okuzikozesa mu kitundu."
"three who collaborating centres dedicated to ntds have been established in the region: on cutaneous leishmaniasis (in tunisia), on mycetoma and skin ntds (in sudan), and on schistosomiasis afghanistan: treating a patient with iraq: validating elimination of trachoma as a public","basatu abakolagana ne ntds bateereddwawo mu kitundu kino: ku lususu lwa leishmaniasis (mu tunisia), ku mycetoma ne skin ntds (mu sudan), ne ku schistosomiasis afghanistan: okujjanjaba omulwadde mu iraq: okukakasa okuggyawo trachoma nga public public"
